Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
2010-09-18 16:34:02,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 16:35:57,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 16:38:43,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 16:43:08,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:21:49,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:25:53,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:27:34,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:29:52,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:31:24,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:33:25,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:36:23,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:39:16,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:41:57,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 19:57:37,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:01:52,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:04:27,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:06:34,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:07:43,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:08:58,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:10:25,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:12:14,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:14:49,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:16:55,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:18:05,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:19:22,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:20:51,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:22:45,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:25:30,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:27:57,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:29:46,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:32:21,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:34:27,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:35:35,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:36:49,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:38:12,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:39:54,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:42:15,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:43:53,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:46:07,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:47:29,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:49:10,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:51:29,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:53:03,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:55:08,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:56:14,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:57:22,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 20:59:55,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 21:01:33,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-18 21:03:45,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 06:55:56,VR2W-110764,A69-1303-46862,,,,,JWS_Santa_Monica_Pier,+34.00716,-118.49899
2010-09-19 07:00:14,VR2W-110764,A69-1303-46862,,,,,JWS_Santa_Monica_Pier,+34.00716,-118.49899
2010-09-19 07:02:13,VR2W-110764,A69-1303-46862,,,,,JWS_Santa_Monica_Pier,+34.00716,-118.49899
2010-09-19 07:05:06,VR2W-110764,A69-1303-46862,,,,,JWS_Santa_Monica_Pier,+34.00716,-118.49899
2010-09-19 07:26:38,VR2W-110764,A69-1303-46862,,,,,JWS_Santa_Monica_Pier,+34.00716,-118.49899
2010-09-19 07:29:25,VR2W-110764,A69-1303-46862,,,,,JWS_Santa_Monica_Pier,+34.00716,-118.49899
2010-09-19 10:05:45,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 10:07:36,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 10:10:16,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 10:15:55,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 11:07:52,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 11:12:56,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 16:54:48,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 16:57:37,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:00:10,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:02:14,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:03:20,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:04:26,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:05:36,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:06:52,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:08:22,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:10:17,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:20:44,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:23:45,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:26:44,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:32:27,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:39:56,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-19 17:56:07,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:00:51,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:02:05,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:03:29,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:05:13,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:07:37,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:09:22,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:11:50,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:13:42,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:16:22,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:18:39,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:20:09,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 18:22:05,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 19:32:32,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 19:37:46,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-19 19:54:20,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 01:18:52,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:20:33,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:26:35,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:27:46,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:29:04,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:35:44,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:38:47,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:41:50,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:44:52,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:47:51,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:50:48,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:53:38,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:58:25,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 01:59:42,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:01:12,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:03:09,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:05:58,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:10:40,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:13:08,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:19:30,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:24:34,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:26:14,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:28:29,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:29:55,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 02:31:46,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 03:36:29,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 06:16:47,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 06:18:14,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 06:20:04,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 06:22:39,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 06:24:47,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 06:25:59,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 12:03:43,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 12:05:07,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 12:06:52,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 12:09:18,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 12:49:32,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 13:22:16,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 13:37:36,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 15:22:52,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 17:09:53,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 18:59:51,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:02:17,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:04:06,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:06:39,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:08:43,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:09:47,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:10:53,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:12:00,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:13:10,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:14:27,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:15:58,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:17:55,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:20:45,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:23:23,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:25:36,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:26:58,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:28:37,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:30:53,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:39:03,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 19:40:27,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 20:00:00,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 20:14:36,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:15:51,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:19:04,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:21:36,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:23:35,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:26:32,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:29:21,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:31:57,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:34:06,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:35:19,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:36:41,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:38:23,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:40:42,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:42:18,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:44:26,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 20:48:39,VR2W-110771,A69-1303-46862,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-20 21:07:16,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:10:20,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:12:39,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:14:14,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:16:21,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:17:31,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:18:48,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:20:18,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:22:14,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:25:04,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:27:39,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:29:47,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:30:59,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:32:20,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:36:12,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:37:34,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:43:18,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:45:32,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:46:59,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:48:47,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:51:21,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:53:26,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:54:31,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:55:39,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:56:50,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 21:59:44,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 22:07:27,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 22:10:00,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 22:12:03,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 22:18:06,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 22:23:56,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 22:26:37,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 22:32:33,VR2W-110770,A69-1303-46862,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-20 23:12:24,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 02:36:42,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 02:41:16,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 02:43:36,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 02:45:13,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 02:47:22,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 02:48:38,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 02:50:05,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 02:54:37,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 02:58:21,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 06:41:08,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 09:25:44,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-21 12:12:39,VR2W-110764,A69-1303-46862,,,,,JWS_Santa_Monica_Pier,+34.00716,-118.49899
2010-09-21 12:16:47,VR2W-110764,A69-1303-46862,,,,,JWS_Santa_Monica_Pier,+34.00716,-118.49899
2010-09-21 12:20:13,VR2W-110764,A69-1303-46862,,,,,JWS_Santa_Monica_Pier,+34.00716,-118.49899
2010-09-21 14:02:48,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:07:39,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:10:39,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:13:34,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:16:22,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:18:54,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:20:54,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:23:51,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:31:36,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:39:25,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 14:51:05,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 15:23:49,VR2W-110770,A69-1303-46863,,,,,JWS_Will_Rogers2,+34.03679,-118.54838
2010-09-21 15:35:43,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-21 15:37:38,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-21 15:40:24,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-21 15:50:03,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
2010-09-21 16:01:54,VR2W-110771,A69-1303-46863,,,,,JWS_Will_Rogers1,+34.03082,-118.54152
